senderID,receiverID,amount,transactionType,transactionDate
Mint Income,MC8761343,4.998,Mint Income,2025-07-04T23:13:06.867+00:00
Minting Level Income,MC1023243,0.0083,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1165261,0.0542,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1382081,0.0333,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1603820,0.9996,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1642111,0.0166,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1646404,0.0125,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1802055,2.0326,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1897522,1.9992,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1899810,0.1383,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC1915335,0.0125,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC2081636,0.0167,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC2564876,0.1666,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC2946258,1.0496,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC2986509,0.0666,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3072974,0.025,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3297061,0.0167,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC340443,2.499,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3405424,0.0667,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3564968,0.9996,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3745361,0.5,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3795778,0.01,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC3988379,3.0155,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC4061955,0.0333,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC4446264,0.0167,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC4845337,0.1333,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC5276082,0.3332,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC5623181,0.0167,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC5832092,0.0749,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC6078218,0.0083,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC6106418,3.6486,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC6244314,0.0834,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC6588012,3.6475,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC6653851,0.05,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC6755591,4.7748,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC7076453,0.0217,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC7228064,0.05,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC7456490,2.499,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC8610353,0.9996,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC8954564,7.4252,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC9008309,0.0707,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC9014956,5.8804,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC9267266,0.0145,Minting Level Income,2025-07-05T00:00:16.867+00:00
Minting Level Income,MC9471052,0.0383,Minting Level Income,2025-07-05T00:00:16.867+00:00
Hyper Binary Income,MC2402013,5,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC2564876,5,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC340443,17.75,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC3988379,10,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC6078218,10,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC6301970,8,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC6588012,17.75,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC8954564,8,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC9014956,9.75,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Hyper Binary Income,MC9471052,11,Hyper Binary Income,2025-07-05T00:11:45.867+00:00
Mint Income,MC2933147,9.996,Mint Income,2025-07-05T00:31:54.867+00:00
Reward Income,MC2946258,50,Reward Income,2025-07-05T00:42:36.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-05T00:54:53.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-05T00:54:53.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-07-05T01:46:31.867+00:00
Mint Income,MC1575393,3.332,Mint Income,2025-07-05T02:00:20.867+00:00
Mint Income,MC6653851,0.1666,Mint Income,2025-07-05T02:42:48.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-07-05T02:45:37.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-07-05T03:09:47.867+00:00
Mint Income,MC1899810,0.1666,Mint Income,2025-07-05T03:26:20.867+00:00
Mint Income,MC4852807,0.4998,Mint Income,2025-07-05T04:00:31.867+00:00
Mint Income,MC5832092,0.145,Mint Income,2025-07-05T04:00:42.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-07-05T04:03:31.867+00:00
Mint Income,MC3564968,0.6666,Mint Income,2025-07-05T04:04:21.867+00:00
Mint Income,MC7520252,0.0417,Mint Income,2025-07-05T04:09:55.867+00:00
Mint Income,MC1165261,0.0917,Mint Income,2025-07-05T04:26:53.867+00:00
Mint Income,MC5242915,0.0417,Mint Income,2025-07-05T04:29:47.867+00:00
Mint Income,MC9121924,0.1666,Mint Income,2025-07-05T04:30:08.867+00:00
Mint Income,MC2402013,0.4998,Mint Income,2025-07-05T04:30:11.867+00:00
Mint Income,MC9008309,0.1667,Mint Income,2025-07-05T04:38:54.867+00:00
Mint Income,MC4063554,0.0833,Mint Income,2025-07-05T04:39:56.867+00:00
Mint Income,MC9567251,0.4998,Mint Income,2025-07-05T04:46:40.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-07-05T04:48:38.867+00:00
Mint Income,MC2081636,1.3333,Mint Income,2025-07-05T04:48:48.867+00:00
Mint Income,MC4915053,0.4998,Mint Income,2025-07-05T04:52:30.867+00:00
Mint Income,MC5453359,3.332,Mint Income,2025-07-05T04:55:28.867+00:00
Mint Income,MC2878509,3.332,Mint Income,2025-07-05T04:56:25.867+00:00
Mint Income,MC7105640,0.0417,Mint Income,2025-07-05T05:05:52.867+00:00
Mint Income,MC6755591,3.75,Mint Income,2025-07-05T05:16:11.867+00:00
Mint Income,MC2407980,4.998,Mint Income,2025-07-05T05:16:33.867+00:00
Mint Income,MC5212881,4.998,Mint Income,2025-07-05T05:16:47.867+00:00
Mint Income,MC6167752,0.4998,Mint Income,2025-07-05T05:17:08.867+00:00
Mint Income,MC8742601,4.998,Mint Income,2025-07-05T05:17:21.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-07-05T05:20:23.867+00:00
Mint Income,MC9876220,0.0833,Mint Income,2025-07-05T05:31:23.867+00:00
Mint Income,MC9984121,0.4998,Mint Income,2025-07-05T05:32:35.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-07-05T05:33:17.867+00:00
Mint Income,MC9422959,0.0833,Mint Income,2025-07-05T05:38:14.867+00:00
Mint Income,MC1646404,0.0417,Mint Income,2025-07-05T05:39:01.867+00:00
Mint Income,MC2056416,9.996,Mint Income,2025-07-05T05:40:17.867+00:00
Mint Income,MC8270182,3.332,Mint Income,2025-07-05T05:41:53.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-07-05T06:02:29.867+00:00
Mint Income,MC1810108,6.7473,Mint Income,2025-07-05T06:02:39.867+00:00
Mint Income,MC9926011,0.0417,Mint Income,2025-07-05T06:03:56.867+00:00
Mint Income,MC5521351,0.0833,Mint Income,2025-07-05T06:04:28.867+00:00
Mint Income,MC4446264,0.0833,Mint Income,2025-07-05T06:05:49.867+00:00
Mint Income,MC6830910,0.1666,Mint Income,2025-07-05T06:09:18.867+00:00
Mint Income,MC6333566,0.0417,Mint Income,2025-07-05T06:13:26.867+00:00
Mint Income,MC3323057,3.332,Mint Income,2025-07-05T06:17:09.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-07-05T06:20:27.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-07-05T06:23:39.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-07-05T06:23:49.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-07-05T06:23:58.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-07-05T06:24:05.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-07-05T06:26:59.867+00:00
Convenience Fee,MC1810108,0,Convenience Fee,2025-07-05T06:53:28.867+00:00
Fund Withdrawal,MC1810108,0,Fund Withdrawal,2025-07-05T06:53:28.867+00:00
Convenience Fee,MC6106418,0,Convenience Fee,2025-07-05T07:00:28.867+00:00
Fund Withdrawal,MC6106418,0,Fund Withdrawal,2025-07-05T07:00:28.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-07-05T07:02:36.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-07-05T07:02:57.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-07-05T07:03:18.867+00:00
Convenience Fee,MC3405424,0,Convenience Fee,2025-07-05T07:03:49.867+00:00
Fund Withdrawal,MC3405424,0,Fund Withdrawal,2025-07-05T07:03:49.867+00:00
Mint Income,MC6223155,0.1666,Mint Income,2025-07-05T07:29:08.867+00:00
Mint Income,MC3331511,3.332,Mint Income,2025-07-05T07:29:35.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-07-05T07:32:23.867+00:00
Mint Income,MC5623181,3.332,Mint Income,2025-07-05T07:49:10.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-07-05T07:49:21.867+00:00
Convenience Fee,MC5767815,0,Convenience Fee,2025-07-05T07:53:34.867+00:00
Fund Withdrawal,MC5767815,0,Fund Withdrawal,2025-07-05T07:53:34.867+00:00
Mint Income,MC7630307,0.0417,Mint Income,2025-07-05T08:00:57.867+00:00
Mint Income,MC1802055,1.25,Mint Income,2025-07-05T08:02:12.867+00:00
Convenience Fee,MC2946258,0,Convenience Fee,2025-07-05T08:02:56.867+00:00
Fund Withdrawal,MC2946258,0,Fund Withdrawal,2025-07-05T08:02:56.867+00:00
Mint Income,MC9577715,0.4998,Mint Income,2025-07-05T08:05:07.867+00:00
Convenience Fee,MC2946258,0,Convenience Fee,2025-07-05T08:19:50.867+00:00
Fund Withdrawal,MC2946258,0,Fund Withdrawal,2025-07-05T08:19:50.867+00:00
Mint Income,MC9818660,0.4998,Mint Income,2025-07-05T08:21:33.867+00:00
Mint Income,MC2986509,0.1,Mint Income,2025-07-05T08:32:07.867+00:00
Mint Income,MC2329434,0.0833,Mint Income,2025-07-05T08:39:08.867+00:00
Mint Income,MC9988109,5.0813,Mint Income,2025-07-05T08:50:47.867+00:00
Mint Income,MC6694901,3.332,Mint Income,2025-07-05T08:55:21.867+00:00
Mint Income,MC4595039,0.0417,Mint Income,2025-07-05T09:03:16.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-07-05T09:03:49.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-07-05T09:11:41.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-07-05T09:11:51.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-07-05T09:17:45.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-07-05T09:17:57.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-07-05T09:18:33.867+00:00
Mint Income,MC5400047,0.125,Mint Income,2025-07-05T09:19:25.867+00:00
Mint Income,MC9081836,0.2499,Mint Income,2025-07-05T09:20:26.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-05T09:20:36.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-05T09:20:36.867+00:00
Mint Income,MC2564876,0.125,Mint Income,2025-07-05T09:33:04.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-07-05T09:34:46.867+00:00
Mint Income,MC2682482,3.332,Mint Income,2025-07-05T09:52:10.867+00:00
Fund Transfer,MC6755591,0,Fund Transfer,2025-07-05T10:21:50.867+00:00
Mint Income,MC4980098,0.0417,Mint Income,2025-07-05T10:25:27.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-07-05T10:26:24.867+00:00
MC9424683 ,MC4852807,5,Direct Income,2025-07-05T10:29:02.867+00:00
Mint Income,MC1642111,0.0417,Mint Income,2025-07-05T10:34:00.867+00:00
Convenience Fee,MC4311217,0,Convenience Fee,2025-07-05T10:34:01.867+00:00
Fund Withdrawal,MC4311217,0,Fund Withdrawal,2025-07-05T10:34:01.867+00:00
Convenience Fee,MC3564968,0,Convenience Fee,2025-07-05T10:39:23.867+00:00
Fund Withdrawal,MC3564968,0,Fund Withdrawal,2025-07-05T10:39:23.867+00:00
Mint Income,MC2274681,0.0833,Mint Income,2025-07-05T10:40:10.867+00:00
Mint Income,MC6244314,0.6664,Mint Income,2025-07-05T10:54:26.867+00:00
Mint Income,MC8761343,4.998,Mint Income,2025-07-05T11:01:16.867+00:00
MC2640189 ,MC4852807,5,Direct Income,2025-07-05T11:03:00.867+00:00
Mint Income,MC3795778,0.9996,Mint Income,2025-07-05T11:12:16.867+00:00
Mint Income,MC3937433,0.0833,Mint Income,2025-07-05T11:39:47.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-07-05T11:42:57.867+00:00
Mint Income,MC6301970,16.66,Mint Income,2025-07-05T12:04:00.867+00:00
Mint Income,MC6078218,3.332,Mint Income,2025-07-05T12:06:04.867+00:00
Mint Income,MC1023243,3.332,Mint Income,2025-07-05T12:06:12.867+00:00
Mint Income,MC9207770,3.332,Mint Income,2025-07-05T12:10:49.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-07-05T12:16:12.867+00:00
Mint Income,MC2933147,9.996,Mint Income,2025-07-05T12:37:06.867+00:00
Mint Income,MC1585567,24.99,Mint Income,2025-07-05T12:50:40.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-07-05T13:26:16.867+00:00
Mint Income,MC8123068,4.998,Mint Income,2025-07-05T14:00:56.867+00:00
Mint Income,MC6653851,0.1666,Mint Income,2025-07-05T14:30:26.867+00:00
Mint Income,MC3297061,0.4998,Mint Income,2025-07-05T14:33:45.867+00:00
Mint Income,MC5939786,0.1666,Mint Income,2025-07-05T14:33:56.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-07-05T14:51:41.867+00:00
Mint Income,MC1575393,3.332,Mint Income,2025-07-05T14:55:09.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-07-05T14:55:10.867+00:00
Mint Income,MC1899810,0.1666,Mint Income,2025-07-05T15:13:00.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-07-05T15:17:10.867+00:00
MC7067898 ,MC7456490,27,Direct Income,2025-07-05T15:18:00.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-07-05T15:20:03.867+00:00
Mint Income,MC4852807,0.4998,Mint Income,2025-07-05T16:00:13.867+00:00
Mint Income,MC7520252,0.0417,Mint Income,2025-07-05T16:00:27.867+00:00
Mint Income,MC5832092,0.145,Mint Income,2025-07-05T16:00:39.867+00:00
Mint Income,MC3564968,0.6666,Mint Income,2025-07-05T16:05:50.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-07-05T16:06:12.867+00:00
Mint Income,MC9121924,0.1666,Mint Income,2025-07-05T16:25:53.867+00:00
Mint Income,MC4915053,0.4998,Mint Income,2025-07-05T16:35:44.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-07-05T16:36:36.867+00:00
Mint Income,MC9567251,0.4998,Mint Income,2025-07-05T16:37:03.867+00:00
Mint Income,MC2878509,3.332,Mint Income,2025-07-05T16:37:44.867+00:00
Mint Income,MC2402013,0.4998,Mint Income,2025-07-05T16:38:21.867+00:00
Mint Income,MC5453359,3.332,Mint Income,2025-07-05T16:38:42.867+00:00
Mint Income,MC9008309,0.1667,Mint Income,2025-07-05T16:42:38.867+00:00
Mint Income,MC4063554,0.0833,Mint Income,2025-07-05T17:00:56.867+00:00
Mint Income,MC7105640,0.0417,Mint Income,2025-07-05T17:01:18.867+00:00
Mint Income,MC8374449,4.165,Mint Income,2025-07-05T17:10:40.867+00:00
Mint Income,MC6755591,3.75,Mint Income,2025-07-05T17:13:42.867+00:00
Mint Income,MC2407980,4.998,Mint Income,2025-07-05T17:13:52.867+00:00
Mint Income,MC5212881,4.998,Mint Income,2025-07-05T17:14:09.867+00:00
Mint Income,MC6167752,0.4998,Mint Income,2025-07-05T17:14:21.867+00:00
Mint Income,MC8742601,4.998,Mint Income,2025-07-05T17:14:31.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-07-05T17:20:35.867+00:00
Mint Income,MC1646404,0.0417,Mint Income,2025-07-05T17:25:01.867+00:00
Mint Income,MC9876220,0.0833,Mint Income,2025-07-05T17:31:40.867+00:00
MC6157351 ,MC9008309,2.5,Direct Income,2025-07-05T17:34:00.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-07-05T17:44:17.867+00:00
Mint Income,MC2081636,1.3333,Mint Income,2025-07-05T17:44:25.867+00:00
Mint Income,MC9422959,0.0833,Mint Income,2025-07-05T17:45:49.867+00:00
Mint Income,MC9575154,3.332,Mint Income,2025-07-05T17:56:02.867+00:00
Mint Income,MC9926011,0.0417,Mint Income,2025-07-05T18:02:48.867+00:00
Mint Income,MC6333566,0.0417,Mint Income,2025-07-05T18:11:45.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-07-05T18:14:25.867+00:00
Mint Income,MC3323057,3.332,Mint Income,2025-07-05T18:20:47.867+00:00
Mint Income,MC4446264,0.0833,Mint Income,2025-07-05T18:28:50.867+00:00
Mint Income,MC8270182,3.332,Mint Income,2025-07-05T18:28:52.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-07-05T18:47:25.867+00:00
Mint Income,MC1810108,6.7473,Mint Income,2025-07-05T18:52:34.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-07-05T18:52:48.867+00:00
Mint Income,MC2177687,0.0417,Mint Income,2025-07-05T19:01:23.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-07-05T19:02:20.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-07-05T19:02:56.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-07-05T19:03:27.867+00:00
Mint Income,MC8801046,0.0833,Mint Income,2025-07-05T19:04:37.867+00:00
Mint Income,MC1802055,1.25,Mint Income,2025-07-05T20:00:26.867+00:00
Mint Income,MC9988109,5.0813,Mint Income,2025-07-05T20:02:24.867+00:00
Mint Income,MC9577715,0.4998,Mint Income,2025-07-05T20:04:44.867+00:00
Mint Income,MC3331511,3.332,Mint Income,2025-07-05T20:12:59.867+00:00
Mint Income,MC7630307,0.0417,Mint Income,2025-07-05T20:26:37.867+00:00
Mint Income,MC1165261,0.0917,Mint Income,2025-07-05T20:39:33.867+00:00
Mint Income,MC9984121,0.4998,Mint Income,2025-07-05T20:58:00.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-07-05T21:02:45.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-07-05T21:03:33.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-07-05T21:03:43.867+00:00
Mint Income,MC4595039,0.0417,Mint Income,2025-07-05T21:03:48.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-07-05T21:12:44.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-07-05T21:13:07.867+00:00
Mint Income,MC5400047,0.125,Mint Income,2025-07-05T21:17:47.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-07-05T21:30:56.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-07-05T21:31:58.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-07-05T21:43:57.867+00:00
Mint Income,MC3072974,3.332,Mint Income,2025-07-05T21:48:59.867+00:00
Mint Income,MC2682482,3.332,Mint Income,2025-07-05T21:53:01.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-07-05T22:11:07.867+00:00
Mint Income,MC1642111,0.0417,Mint Income,2025-07-05T22:42:10.867+00:00
Mint Income,MC6244314,0.6664,Mint Income,2025-07-05T23:06:55.867+00:00
Mint Income,MC2640189,0.4998,Mint Income,2025-07-05T23:34:09.867+00:00
Mint Income,MC9424683,0.4998,Mint Income,2025-07-05T23:35:43.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-07-05T23:42:33.867+00:00
Mint Income,MC3937433,0.0833,Mint Income,2025-07-05T23:48:57.867+00:00
Minting Level Income,MC1023243,0.0167,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1165261,0.0542,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1291738,0.055,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1382081,0.0333,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1603820,0.9996,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1642111,0.0083,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1646404,0.0083,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1802055,0.5081,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1897522,1.9992,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1899810,0.1225,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC1915335,0.0125,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC2081636,0.0183,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC2564876,0.1,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC2946258,2.695,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC2986509,0.0666,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3072974,0.025,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3297061,0.0333,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC340443,2.499,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3405424,0.05,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3564968,0.9996,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3745361,0.25,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3795778,0.02,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC3988379,3.0155,Minting Level Income,2025-07-06T00:00:10.867+00:00
Minting Level Income,MC4061955,0.0333,Minting Level Income,2025-07-06T00:00:10.867+00:00
